"key"	"Authors..Primary"	"Title.Primary"	"Pub.Year"	"Periodical.Full"	"Periodical.Abbrev"	"Keywords"
865	"Sainz-Bariain,Marta;Zamora-Munoz,Carmen"	"The larva and life history of Stenophylax nycterobius (McLachlan, 1875) (Trichoptera: Limnephilidae) in high mountain streams (Sierra Nevada, Spain) and key to the Iberian larvae of the genus"	2012	"Zootaxa"	" "	"Stenophylax;Larval description;Key;Life cycle;Phenology;Iberian Peninsula;PENINSULA;DIAPAUSE;Zoology ER"
866	"Sanz de Galdeano,C.;Garcia-Tortosa,F. J.;Pelaez,J. A.;Alfaro,P.;Azanon,J. M.;Galindo-Zaldivar,J.;Lopez Casado,C.;Lopez Garrido,A. C.;Rodriguez-Fernandez,J.;Ruano,P."	"Main active faults in the Granada and Guadix-Baza Basins (Betic Cordillera)"	2012	"Journal of Iberian Geology"	" "	"Active Tectonics;seismotectonics;Granada Basin;Guadix-Baza Basin;Betic Cordillera;SE SPAIN;SOUTHERN SPAIN;SIERRA-NEVADA;DEFORMATION;EARTHQUAKE;MAGNITUDE;PATTERNS;SCALE;RATES;AREA;Geology ER"
867	"Sarasa,M.;Soriguer,R. C.;Granados,J. -E;Casajus,N.;Perez,J. M."	"Mismeasure of secondary sexual traits: an example with horn growth in the Iberian ibex"	2012	"Journal of zoology"	"J.Zool."	"bovids;Caprinae;methodological bias;phenotypic characterization;sexual selection;ungulates;weapons;MALE SPANISH IBEX;DEER CERVUS-ELAPHUS;CAPRA-PYRENAICA;FLUCTUATING;ASYMMETRY;REPRODUCTIVE SUCCESS;ALPINE IBEX;SELECTION;SIZE;AGE;LONGEVITY;Zoology ER"
868	"Sarasa,Mathieu;Perez,Jesus M.;Granados,Jose-Enrique;Soriguer,Ramon C."	"Is nursing a kid detrimental to nonimmunological compatibility to contact-transmitted foreign bodies in female Iberian ibex (Capra pyrenaica)?"	2012	"Canadian journal of zoology"	"Can.J.Zool."	"Capra pyrenaica;Iberian ibex;contact-transmitted parasitism;cost of reproduction;host compatibility;kid nursing;ungulates;REPRODUCTIVE EFFORT;HABITAT SELECTION;OVIS-CANADENSIS;ACTIVITY;BUDGET;GROOMING RATE;TRADE-OFFS;TICK LOAD;PARASITES;BEHAVIOR;HAIR;Zoology ER"
869	"Villar-Argaiz,Manuel;Jose Bullejos,Francisco;Manuel Medina-Sanchez,Juan;Ramos-Rodriguez,Eloisa;Antonio Delgado-Molina,Jose;Carrillo,Presentacion"	"Disentangling food quantity and quality effects in zooplankton response to P-enrichment and UV radiation"	2012	"Limnology and Oceanography"	"Limnol.Oceanogr."	"HIGH-MOUNTAIN LAKE;ESSENTIAL FATTY-ACID;ULTRAVIOLET-RADIATION;DAPHNIA-GALEATA;NUTRITIONAL QUALITY;SEASONAL SUCCESSION;MINERAL;LIMITATION;PRIMARY PRODUCERS;GRAZER DAPHNIA;BODY-SIZE;Marine & Freshwater Biology;Oceanography ER"
870	"Achotegui-Castells,Ander;Llusia,Joan;Hodar,Jose A.;Penuelas,Josep"	"Needle terpene concentrations and emissions of two coexisting subspecies of Scots pine attacked by the pine processionary moth (Thaumetopoea pityocampa)"	2013	"Acta Physiologiae Plantarum"	" "	"Herbivory;Pinus sylvestris;Monoterpene;Sesquiterpene;Relict pine;Induction;HOST SELECTION;QUERCUS-ILEX;PHOSPHORUS AVAILABILITY;CATERPILLAR;PLANT;SYLVESTRIS;VOLATILES;DEFENSES;GROWTH;Plant Sciences ER"
871	"Alasaad,Samer;Granados,Jose E.;Fandos,Paulino;Cano-Manuel,Francisco-Javier;Soriguer,Ramon C.;Perez,Jesus M."	"The use of radio-collars for monitoring wildlife diseases: a case study from Iberian ibex affected by Sarcoptes scabiei in Sierra Nevada, Spain"	2013	"Parasites & Vectors"	" "	"GPS-GSM-radio collars;Capra pyrenaica;Sarcoptic mange;Disease control;GENETIC-STRUCTURE;MITE;KENYA;MANGE;Parasitology ER"
872	"Alasaad,Samer;Granados,Jose E.;Fandos,Paulino;Cano-Manuel,Francisco-Javier;Soriguer,Ramon C.;Perez,Jesus M."	"The use of radio-collars for monitoring wildlife diseases: a case study from Iberian ibex affected by Sarcoptes scabiei in Sierra Nevada, Spain."	2013	"Parasites & Vectors"	" "	"Pathology;Zoology;Parasitology;Capra pyrenaica [Pathological techniques / Disease monitoring / ] [Radio tracking / Radio collars / ] [Arachnid parasites / Sarcoptes scabiei / ] [Spain / Sierra Nevada mountain range / ]. Sarcoptes scabiei [Mammalian hosts / Capra pyrenaica / Radio collars use for disease monitoring] [Spain / Sierra Nevada mountain range / ]."
873	"Alasaad,Samer;Jowers,Michael J.;Garrido-Garcia,Jose A.;Wandeler,Peter;Fickel,Joerns;Sanchez,Antonio;Soriguer,Ramon C."	"Noninvasive molecular and morphological evidences for an undiscovered population of snow vole in Southern Spain"	2013	"Mitochondrial Dna"	" "	"Chionomys nivalis;mtDNA;owl pellet;Sierra Nevada;Sierra Penalara;Sierra Segura;RABBIT HEMORRHAGIC-DISEASE;BREEDING SUCCESS;SMALL MAMMALS;WILD;RABBIT;FOOD-HABITS;EAGLE OWL;DIET;DNA;SIZE;Genetics & Heredity ER"
874	"Ari Noriega,Jorge;Solis,Cesil;Garcia,Hector;Murillo-Ramos,Leidys;Manuel Renjifo,Juan;Eliecer Olarte,Jorge"	"Dung beetles (Coleoptera: Scarabaeinae) from the Caribbean Region of Colombia"	2013	"Caldasia"	" "	"Caribbean Arid Belt;diversity;endemism;altitudinal variation;Scarabaeidae;DIGITONTHOPHAGUS-GAZELLA COLEOPTERA;SANTA-MARTA;GENERA;Plant Sciences;Science & Technology - Other Topics;Zoology ER"
875	"Bahrami,Shahram"	"Tectonic controls on the morphometry of alluvial fans around Danehkhoshk anticline, Zagros, Iran"	2013	"Geomorphology"	"Geomorphology"	"Alluvial fans;Tectonic activity;Entrenchment;Morphometry;Danehkhoshk anticline;Zagros mountains;BASE-LEVEL CHANGE;ACTIVE TECTONICS;DEATH-VALLEY;SEQUENCE DEVELOPMENT;CLIMATIC CONTROLS;GPS MEASUREMENTS;SOUTHEAST SPAIN;SIERRA-NEVADA;FOLD GROWTH;SE SPAIN;Physical Geography;Geology ER"
876	"Bailen,Maria;Julio,Luis F.;Diaz,Carmen E.;Sanz,Jesus;Martinez-Diaz,Rafael A.;Cabrera,Raimundo;Burillo,Jesus;Gonzalez-Coloma,Azucena"	"Chemical composition and biological effects of essential oils from Artemisia absinthium L. cultivated under different environmental conditions"	2013	"Industrial Crops and Products"	" "	"Artemisia absinthium;Cultivated;Essential oil;Antifeedant;Antifulgal;Antiparasitic;MAJOR COMPONENTS;ANTIOXIDANT;TOXICITY;POPULATIONS;DERIVATIVES;EXTRACTION;Agriculture ER"
877	"Barrero,Alejandro F.;Mar Herrador del Pino,M.;Gonzalez Portero,Adriana;Arteaga Buron,Pilar;Arteaga,Jesus F.;Burillo Alquezar,Jesus;Elisa Diaz,Carmen;Gonzalez Coloma,Azucena"	"Terpenes and polyacetylenes from cultivated Artemisia granatensis boiss (Royal chamomile) and their defensive properties"	2013	"Phytochemistry"	"Phytochemistry"	"Artemisia granatensis;Cultivation;Polyacetylenes;Terpenes;Antifeedant effects;SESQUITERPENE LACTONES;ESSENTIAL OIL;ANTIFEEDANT ACTIVITY;PHYTOTOXIC;ACTIVITY;DERIVATIVES;CONSTITUENTS;COUMARINS;GUAIANOLIDES;COMPOUND;EXTRACTS;Biochemistry & Molecular Biology;Plant Sciences ER"
878	"Blanco-Pastor,J. L.;Fernandez-Mazuecos,M.;Vargas,P."	"Past and future demographic dynamics of alpine species: limited genetic consequences despite dramatic range contraction in a plant from the Spanish Sierra Nevada"	2013	"Molecular ecology"	"Mol.Ecol."	"alpine-Mediterranean;Bayesian skyline plots;conservation;climate change;effective population size;Linaria;species distribution modelling;NORTHERN-HEMISPHERE TEMPERATURES;CLIMATE-CHANGE;BAYESIAN-INFERENCE;POPULATION-SIZE;HAPLOTYPE RECONSTRUCTION;EVOLUTIONARY ADAPTATION;MEDITERRANEAN BASIN;SAXIFRAGA-AIZOIDES;STATISTICAL-METHOD;DNA;POLYMORPHISM;Biochemistry & Molecular Biology;Environmental Sciences & Ecology;Evolutionary Biology ER"
879	"Bonet-Garcia,Francisco J.;Perez-Perez,Ramon;Perez-Luque,Antonio J.;Magana-Redondo,Pedro J."	"An Ontological Indicator System Based on MODIS Images to Detect Changes in Habitats Functioning in Sierra Nevada (Spain) Natura 2000 Site"	2013	"Gi_forum 2013: Creating the Gisociety"	" "	"Physical Geography;Geology ER"
880	"Carinanos,Paloma;Diaz de la Guardia,Consuelo;Antonio Algarra,Jose;De Linares,Concepcion;Ma Irurita,Jose"	"The pollen counts as bioindicator of meteorological trends and tool for assessing the status of endangered species: the case of Artemisia in Sierra Nevada (Spain)"	2013	"Climatic Change"	"Clim.Change"	"CLIMATE-CHANGE;IBERIAN PENINSULA;ASTERACEAE;GRANATENSIS;PHYLOGENY;AREAS;Environmental Sciences & Ecology;Meteorology & Atmospheric Sciences ER"
881	"Cunniffe,R.;Castro-Tirado,A. J.;Jelinek,M.;Gorosabel,J.;Moline,B.;Garcia-Segura,F."	"Status of the Bootes-Ir Project at Osn for Grb Near-Ir Follow-Up"	2013	"Gamma-Ray Bursts: 15 Years of Grb Afterglows - Progenitors, Environments and Host Galaxies from the Nearby to the Early Universe"	" "	"Astronomy & Astrophysics ER"
882	"Eyer,P. A.;Leniaud,L.;Darras,H.;Aron,S."	"Hybridogenesis through thelytokous parthenogenesis in two Cataglyphis desert ants"	2013	"Molecular ecology"	"Mol.Ecol."	"ants;genetic caste determination;genetic lineages;parthenogenesis;social hybridogenesis;POGONOMYRMEX HARVESTER ANTS;CLONAL;REPRODUCTION;FIRE ANT;VOLLENHOVIA-EMERYI;HYMENOPTERA;POPULATION;SYSTEM;FORMICIDAE;PATERNITY;Biochemistry & Molecular Biology;Environmental Sciences & Ecology;Evolutionary Biology ER"
883	"Fernandez Calzado,Maria Rosa;Molero Mesa,Joaquin"	"Changes in the summit flora of a Mediterranean mountain (Sierra Nevada, Spain) as a possible effect of climate change"	2013	"Lazaroa"	" "	"Meteorology & Atmospheric Sciences;Biodiversity & Conservation"
884	"Fernandez-Ramos,C.;Ballesteros,O.;Blanc,R.;Zafra-Gomez,A.;Camino-Sanchez,F. J.;Navalon,A.;Vilchez,J. L."	"Determination of alcohol sulfates and alcohol ethoxysulfates in marine and river sediments using liquid chromatography-tandem mass spectrometry"	2013	"Talanta"	"Talanta"	"Anionic surfactants;Marine sediments;River sediments;Principal components analysis;LC-MS/MS;Pressurized liquid extraction;LINEAR ALKYLBENZENE-SULFONATES;TREATMENT-PLANT INFLUENTS;WASTE-WATER;NONIONIC SURFACTANTS;ALKYL ETHOXYSULFATES;METABOLITES;EFFLUENTS;BEHAVIOR;ACIDS;FATE;Chemistry ER"
885	"Fernandez,Carlos;Czeck,Dyanna M.;Diaz-Azpiroz,Manuel"	"Testing the model of oblique transpression with oblique extrusion in two natural cases: Steps and consequences"	2013	"Journal of Structural Geology"	"J.Struct.Geol."	"Transpression;Shear zones;Triclinic fabrics;Inclined extrusion;Rainy Lake District;Southern Iberian shear zone;SUPERIOR PROVINCE;SHEAR ZONE;DEFORMATION PATH;METAMORPHIC BELT;NORTHERN MINNESOTA;SOUTHWEST SPAIN;SIERRA-NEVADA;NEW-ZEALAND;STRAIN;CANADA;Geology ER"
886	"Fletcher,William J.;Debret,Maxime;Goni,Maria Fernanda Sanchez"	"Mid-Holocene emergence of a low-frequency millennial oscillation in western Mediterranean climate: Implications for past dynamics of the North Atlantic atmospheric westerlies"	2013	"Holocene"	"Holocene"	"mid-Holocene transition;millennial-scale variability;North Atlantic Oscillation;pollen analysis;wavelet analysis;western Mediterranean;LAKE-LEVEL FLUCTUATIONS;EARLY HOLOCENE CLIMATE;SOUTHERN SPAIN;WINTER-PRECIPITATION;SCALE PERIODICITIES;SIERRA-NEVADA;KYR BP;VARIABILITY;RECORD;CIRCULATION;Physical Geography;Geology ER"
887	"Fuentes Carretero,Julian Manuel;Ruiz Girela,Mario"	"On the presence of Sorbus intermedia (Ehrh.) Pers. in Sierra Nevada (Granada. Spain)"	2013	"Acta Botanica Malacitana"	" "	"Life Sciences & Biomedicine - Other Topics"
888	"Garcia-Alix,A.;Jimenez-Espejo,F. J.;Lozano,J. A.;Jimenez-Moreno,G.;Martinez-Ruiz,F.;Garcia Sanjuan,L.;Aranda Jimenez,G.;Garcia Alfonso,E.;Ruiz-Puertas,G.;Anderson,R. Scott"	"Anthropogenic impact and lead pollution throughout the Holocene in Southern Iberia"	2013	"Science of the Total Environment"	"Sci.Total Environ."	"Late Prehistory;Lead pollution;Anthropogenic environmental impact;Metallurgy;Southern Iberia;HIGH-MOUNTAIN LAKES;LAST GLACIAL MAXIMUM;ENVIRONMENTAL-CHANGE;SIERRA-NEVADA;GREENLAND ICE;TRACE-METALS;STABLE-ISOTOPE;MEDIEVAL;TIMES;MONTANE REGION;SPAIN;Environmental Sciences & Ecology ER"
889	"Garcia-Alix,Antonio;Minwer-Barakat,Raef;Martin Suarez,Elvira;Freudenthal,Matthijs;Delgado Huertas,Antonio"	"Cinnabar mineralization in fossil small mammal remains as a consequence of diagenetic processes"	2013	"Lethaia"	"Lethaia"	"Cinnabar;diagenetic alteration;Granada Basin;Late Miocene;small mammals;BASIN SOUTHERN SPAIN;EVOLUTION;FOSSILIZATION;SEDIMENTS;DEPOSITS;MERCURY;SULFUR;Paleontology ER"
890	"Garcia-Nieto,Ana P.;Garcia-Llorente,Marina;Iniesta-Arandia,Irene;Martin-Lopez,Berta"	"Mapping forest ecosystem services: From providing units to beneficiaries"	2013	"Ecosystem Services"	" "	"Ecosystem service bundle;Hotspot;Protected area;Scale mismatch;Stakeholder;Trade-off;Environmental Sciences & Ecology ER"
891	"Gavilan,Rosario G.;Jimenez-Alfaro,Borja;Bacchetta,Gianluigi;Dimopoulos,Panayotis;Mucina,Ladislav"	"Mountain Biodiversity patterns in Southern Europe and North Africa"	2013	"Lazaroa"	" "	"Environmental Sciences & Ecology;Biodiversity & Conservation"
892	"Gomez Ortiz,Antonio;Palacios,David;Palade,Bogdan;Vazquez Selem,Lorenzo;Salvador Franch,Ferran;Tanarro Garcia,Luis Miguel;Oliva Franganillo,Marc"	"Glacial Evolution of Sierra Nevada (Spain) and the Origin of Rock Glaciares"	2013	"Boletin De La Asociacion De Geografos Espanoles"	" "	"Last Glacial Maximum;deglaciation;rock glacier;cosmogenic dating;Sierra Nevada;late Pleistocene;Holocene;NORTHERN ALPINE FORELAND;MEDITERRANEAN MOUNTAINS;LAST DEGLACIATION;IBERIAN PENINSULA;EASTERN ALPS;COLD STAGE;RECORD;CHRONOLOGY;Geography ER"
893	"Gomez-Ortiz,Antonio;Oliva,Marc;Salva-Catarineu,Montserrat;Salvador-Franch,Ferran"	"The environmental protection of landscapes in the high semiarid Mediterranean mountain of Sierra Nevada National Park (Spain): Historical evolution and future perspectives"	2013	"Applied Geography"	"Appl.Geogr."	"Sierra Nevada;Landscape;Documentary sources;Heritage resources;Master plan for use and management;Sites of geomorphological interest;SE SPAIN;PREFERENCES;VEGETATION;PLAN;Geography ER"
894	"Helbling,E. W.;Carrillo,P.;Medina-Sanchez,J. M.;Duran,C.;Herrera,G.;Villar-Argaiz,M.;Villafane,V. E."	"Interactive effects of vertical mixing, nutrients and ultraviolet radiation: in situ photosynthetic responses of phytoplankton from high mountain lakes in Southern Europe"	2013	"Biogeosciences"	" "	"DISSOLVED ORGANIC-MATTER;SOLAR UV-RADIATION;INDUCED DNA-DAMAGE;FRESH-WATER;MARINE-PHYTOPLANKTON;CHLOROPHYLL FLUORESCENCE;INDUCED;PHOTOINHIBITION;PRIMARY PRODUCTIVITY;CLIMATE-CHANGE;PHOSPHORUS;Environmental Sciences & Ecology;Geology ER"
895	"Herrero,Asier;Castro,Jorge;Zamora,Regino;Delgado-Huertas,Antonio;Querejeta,Jose I."	"Growth and stable isotope signals associated with drought-related mortality in saplings of two coexisting pine species"	2013	"Oecologia"	"Oecologia"	"Drought stress;Tree mortality;Leaf delta C-13;Leaf delta O-18;Mediterranean mountain;INDUCED TREE MORTALITY;SCOTS PINE;MEDITERRANEAN MOUNTAINS;NORTHERN;ARIZONA;CONCEPTUAL-MODEL;NURSE PLANTS;DRY-MATTER;EL-NINO;DIE-OFF;CLIMATE;Environmental Sciences & Ecology ER"
896	"Hodar,Jose A.;Torres-Muros,Lucia;Senhadji,Karim"	"Timing and intensity of bush cricket predation on egg batches of pine processionary moth: no evidence of population control"	2013	"Agricultural and Forest Entomology"	"Agricult.For.Entomol."	"Egg-batch predation;generalist predator;habitat selection;numerical response;phenological synchrony;THAUMETOPOEA-PITYOCAMPA DEN.;GENERALIST PREDATORS;NATURAL ENEMIES;SCHIFF.;LEPIDOPTERA;SPECIALIST;FORESTS;FRANCE;CYCLES;LEP.;Entomology ER"
897	"Huertegn,Jochen;Rudersdorf,Andreas;Gruetzner,Christoph;Reicherter,Klaus"	"Morphotectonics of the Padul-Niguelas Fault Zone, southern Spain"	2013	"Annals of Geophysics"	" "	"BETIC CORDILLERA;SIERRA-NEVADA;ACTIVE TECTONICS;SE SPAIN;IBERIAN;PENINSULA;MIOCENE;BASIN;DEFORMATION;QUATERNARY;EVOLUTION;Geochemistry & Geophysics ER"
898	"Jimenez-Moreno,Gonzalo;Garcia-Alix,Antonio;Dolores Hernandez-Corbalan,Maria;Anderson,R. Scott;Delgado-Huertas,Antonio"	"Vegetation, fire, climate and human disturbance history in the southwestern Mediterranean area during the late Holocene"	2013	"Quaternary Research"	"Quatern.Res."	"Climate;Fire history;Roman Humid Period;Late Holocene;Sierra Nevada;Southern Spain;IBERIAN PENINSULA;MILLENNIAL-SCALE;NORTH-ATLANTIC;SIERRA-NEVADA;ENVIRONMENTAL-CHANGE;ORGANIC-MATTER;MONTANE REGION;ORBITAL-SCALE;VARIABILITY;Physical Geography;Geology ER"
899	"Kefauver,Shawn C.;Penuelas,Josep;Ustin,Susan"	"Using topographic and remotely sensed variables to assess ozone injury to conifers in the Sierra Nevada (USA) and Catalonia (Spain)"	2013	"Remote Sensing of Environment"	"Remote Sens.Environ."	"Pinus ponderosa;Pinus jeffreyi;Pinus uncinata;Ozone Injury Index;Ozone;California;Catalonia;Mediterranean;Air pollution;Imaging spectroscopy;Topography;GIS;SAN-BERNARDINO MOUNTAINS;TROPOSPHERIC OZONE;PONDEROSA PINE;STOMATAL;CONDUCTANCE;AIR-POLLUTION;PLANT-LEAVES;REFLECTANCE SPECTROSCOPY;QUANTITATIVE-ANALYSIS;SPECTRAL REFLECTANCE;CLIMATE-CHANGE;Environmental Sciences & Ecology;Remote Sensing;Imaging Science & Photographic Technology ER"
900	"Loureiro,Joao;Castro,Mariana;de Oliveira,Jose Cerca;Mota,Lucie;Torices,Ruben"	"Genome size variation and polyploidy incidence in the alpine flora from Spain"	2013	"Anales del Jardin Botanico de Madrid"	"An.Jard.Bot.Madrid"	"alpine vegetation;DNA ploidy level;nuclear DNA content;Picos de Europa;Sierra Nevada;NUCLEAR-DNA AMOUNTS;MACARONESIAN ANGIOSPERMS;PLOIDY LEVEL;EVOLUTION;PLANTS;CYTOMETRY;DIVERSITY;ASTERACEAE;PATTERNS;REGIONS;Plant Sciences ER"
901	"Maranon-Jimenez,Sara;Castro,Jorge;Ignacio Querejeta,Jose;Fernandez-Ondono,Emilia;Allen,Craig D."	"Post-fire wood management alters water stress, growth, and performance of pine regeneration in a Mediterranean ecosystem"	2013	"Forest Ecology and Management"	"For.Ecol.Manage."	"Burnt wood;Facilitation;Nurse structures;Pinus pinaster;Post-fire restoration;Salvage harvesting;OXYGEN-ISOTOPE COMPOSITION;PINYON-JUNIPER WOODLANDS;NURSE PLANTS;STOMATAL CONDUCTANCE;HIGH-TEMPERATURES;AIR TEMPERATURES;TREE;MORTALITY;PINASTER AIT.;STABLE OXYGEN;NW SPAIN;Forestry ER"
902	"Martin-Vivaldi,Manuel;Jose Soler,Juan;Moller,Anders Pape;Perez-Contreras,Tomas;Soler,Manuel"	"The importance of nest-site and habitat in egg recognition ability of potential hosts of the Common Cuckoo Cuculus canorus"	2013	"Ibis"	"Ibis"	"brood parasitism;coevolution;egg mimicry;host communities;host defences;ground-nesting;REDSTART PHOENICURUS-PHOENICURUS;WARBLERS ACROCEPHALUS-PALUSTRIS;INTRASPECIFIC BROOD PARASITISM;LIFE-HISTORY EVOLUTION;REED WARBLERS;REJECTION BEHAVIOR;EUROPEAN CUCKOO;ARMS-RACE;REFLECTANCE;SPECTROPHOTOMETRY;COEVOLUTIONARY INTERACTIONS;Zoology ER"
903	"Monserrat,V. J.;Trivino,V.;Acevedo,F.;Garcia,A."	"New data on some brown lacewings species from the Iberian Peninsula and the Canary Islands, including a new Neotropical invasive species in Portugal"	2013	"Graellsia"	" "	"Life Sciences & Biomedicine - Other Topics"
904	"Palenzuela,Javier;Azcon-Aguilar,Concepcion;Barea,Jose-Miguel;da Silva,Gladstone Alves;Oehl,Fritz"	"Septoglomus altomontanum, a new arbuscular mycorrhizal fungus from mountainous and alpine areas in Andalucia (southern Spain)."	2013	"IMA fungus"	" "	"DNA phylogeny;Glomeromycota;biodiversity;conservation biology;systematic"
905	"Palenzuela,Javier;Azcon-Aguilar,Concepcion;Barea,Jose-Miguel;da Silva,Gladstone Alves;Oehl,Fritz"	"Acaulospora pustulata and Acaulospora tortuosa, two new species in the Glomeromycota from Sierra Nevada National Park (southern Spain)"	2013	"Nova Hedwigia"	"Nova Hedwigia"	"Glomeromycetes;alpine grasslands;biodiversity;conservation;phylogeny;arbuscular mycorrhizal fungi;soil type;SWISS ALPS;ENTROPHOSPORA;DIVERSITY;GENERA;BRASILIENSIS;ENDOGONACEAE;ECOSYSTEMS;ALTITUDES;REVISION;Plant Sciences ER"
906	"Passerin D'Entreves,Pietro;Roggero,Angela"	"The first case of gynandromorphism in Enolmis (Lepidoptera: Gelechioidea: Scythrididae)"	2013	"Acta Entomologica Musei Nationalis Pragae"	" "	"Lepidoptera;Soythrididae;Enolmis;developmental patterns;genitalia;gynandromorph;Spain;SEX DETERMINATION;MALE GENITALIA;MORPHOLOGY;DROSOPHILA;NOCTUIDAE;ASYMMETRY;EVOLUTION;DUCTS;Entomology ER"
907	"Perez-Martinez,Carmen;Jimenez,Laura;Moreno,Emilio;Conde-Porcuna,Jose M."	"Emergence pattern and hatching cues of Daphnia pulicaria (Crustacea, Cladocera) in an alpine lake"	2013	"Hydrobiologia"	"Hydrobiologia"	"Daphnia pulicaria;Dormancy;Emergence rates;Hatching cues;Light;FRESH-WATER ZOOPLANKTON;LIFE-HISTORY;RESTING EGGS;CLIMATE-CHANGE;DIAPAUSE;REPRODUCTION;POPULATION;DYNAMICS;CYCLE;Marine & Freshwater Biology ER"
908	"Petitpierre,E.;Daccordi,M."	"Chrysomelidae (Coleoptera) from the mountains of the High Plateau of Granada (Granada, Andalusia)."	2013	"Zoologica Baetica"	"Zool.Baetica"	"Zoology;Chrysomelidae [Checklists / Distributional checklists / Andalusia;Granada] [Spain / Andalusia, Granada / ]. Pachybrachis (Pachybrachis) lencinai;Timarcha carmelenae [Spain / / New species]."
909	"Pimentel,Rafael;Herrero,Javier;Jose Polo,Maria"	"Estimating snow albedo patterns in a Mediterranean site from Landsat TM and ETM plus images"	2013	"Remote Sensing for Agriculture, Ecosystems, and Hydrology Xv"	" "	"snow albedo;Landsat TM and ETM;Mediterranean environment;remote sensing;snow modelling;ATMOSPHERIC CORRECTIONS;SURFACE ALBEDO;REFLECTANCE;RETRIEVAL;COVER;BAND;Engineering;Optics ER"
910	"Pisa,Sergio;Werner,Olaf;Vanderpoorten,Alain;Magdy,Mahmoud;Ros,Rosa M."	"Elevational Patterns of Genetic Variation in the Cosmopolitan Moss Bryum Argenteum (Bryaceae)"	2013	"American Journal of Botany"	"Am.J.Bot."	"adaptive divergence;Baas Becking tenet;bryophytes;Bryum argenteum;cosmopolitan species;elevational gradients;genetic diversity;mountains;HEAVY-METAL TOLERANCE;MOLECULAR PHYLOGEOGRAPHY;PHYLOGENETIC ANALYSIS;FROST TOLERANCE;GROWTH-RATE;POPULATIONS;DIVERSITY;EVOLUTIONARY;DNA;Plant Sciences ER"
911	"Reboleiro-Rivas,P.;Juarez-Jimenez,B.;Martinez-Toledo,M., V.;Rodelas,B.;Andrade,L.;Gonzalez-Lopez,J.;Fenice,M."	"Bacterial Communities' Structure in a High mountain lake during the ice-free season: cultural and PCR-TGGE investigations"	2013	"International Journal of Environmental Research"	" "	"High Mountain Lake;Bacterial community;Cultural methods;PCR-TGGE;global changes;GRADIENT GEL-ELECTROPHORESIS;16S RIBOSOMAL-RNA;HETEROTROPHIC BACTERIA;PHYLOGENETIC DIVERSITY;ORGANIC-MATTER;DUST INPUTS;BACTERIOPLANKTON;CULTIVATION;DYNAMICS;SOIL;Environmental Sciences & Ecology ER"
912	"Schroeder,Christoph;Bonet Garcia,Francisco Javier;Buck,Oliver;Corbane,Christina;Deshayes,Michel;Foerster,Michael;Garcia Millan,Virginia;Gil Jimenez,Yolanda;Lang,Stefan;Ramos Losada,Blanca;Simon Colina,Alejandro;Vanden Borre,Jeroen"	"Validation of Habitat Assessment Services in Natura 2000 Sites: Streamlining the Role of Stakeholders from User Needs to Conservation Status Evaluation"	2013	"Gi_forum 2013: Creating the Gisociety"	" "	"Physical Geography;Geology ER"
913	"Smith,Michael;Koren,Victor;Zhang,Ziya;Moreda,Fekadu;Cui,Zhengtao;Cosgrove,Brian;Mizukami,Naoki;Kitzmiller,David;Ding,Feng;Reed,Seann;Anderson,Eric;Schaake,John;Zhang,Yu;Andreassian,Vazken;Perrin,Charles;Coron,Laurent;Valery,Audrey;Khakbaz,Behnaz;Sorooshian,Soroosh;Behrangi,Ali;Imam,Bisher;Hsu,Kuo-Lin;Todini,Ezio;Coccia,Gabriele;Mazzetti,Cinzia;Andres,Enrique Ortiz;Frances,Felix;Orozco,Ismael;Hartman,Robert;Henkel,Arthur;Fickenscher,Peter;Staggs,Scott"	"The distributed model intercomparison project - Phase 2: Experiment design and summary results of the western basin experiments"	2013	"Journal of Hydrology"	" "	"Hydrologic model;Rainfall-runoff;Distributed model;Lumped model;Calibration;Simulation;AMERICAN RIVER-BASIN;GEOGRAPHIC INFORMATION-SYSTEM;NATIONAL-WEATHER-SERVICE;NORTHERN SIERRA-NEVADA;UNITED-STATES;HYDROLOGICAL MODELS;COMPLEX TERRAIN;STREAMFLOW SIMULATION;AUTOMATIC;OKLAHOMA EXPERIMENTS;Engineering;Geology;Water Resources ER"
914	"Valbuena-Carabana,Maria;Gil,Luis"	"Genetic resilience in a historically profited root sprouting oak (Quercus pyrenaica Willd.) at its southern boundary"	2013	"Tree Genetics & Genomes"	" "	"Clonality;Coppice forest;Dehesa;Forest management;Genet;Genetic diversity;Multilocus lineage;Multistem stool;Ramet;MULTILOCUS GENOTYPE DATA;COMPUTER-PROGRAM;POPULATION-STRUCTURE;SIERRA-NEVADA;DIVERSITY;SPAIN;CLIMATE;CLONES;LOCI;Forestry;Genetics & Heredity;Agriculture ER"
915	"Verbena,J. L.;Schroeder,K. -P;Jeyakumar,S.;Wachter,A."	"Probing the Cool Outer Envelope of NGC 6826"	2013	" "	" "	"Astronomy & Astrophysics ER"
