"key"	"Authors..Primary"	"Title.Primary"	"Pub.Year"	"Periodical.Full"	"Periodical.Abbrev"	"Keywords"
916	"Werner,Olaf;Rams,Susana;Kucera,Jan;Larrain,Juan;Afonina,Olga M.;Pisa,Sergio;Maria Ros,Rosa"	"New data on the moss genus Hymenoloma (Bryophyta), with special reference to H. mulahaceni"	2013	"Cryptogamie Bryologie"	" "	"Musci;Haplolepidous mosses;Dicranidae;Hymenoloma;Dicranoweisia;Hynzenoloma mulahaceni;taxonomy;Asia;Europe;South America;North America;rps4 and trnL-F;PHYLOGENETIC-RELATIONSHIPS;CHLOROPLAST DNA;HAPLOLEPIDEOUS MOSSES;MAXIMUM-LIKELIHOOD;RPS4;SEQUENCES;RECONSTRUCTIONS;AMPLIFICATION;PARSIMONY;EVOLUTION;Plant Sciences ER"
917	"White,Angela M.;Zipkin,Elise F.;Manley,Patricia N.;Schlesinger,Matthew D."	"Simulating avian species and foraging group responses to fuel reduction treatments in coniferous forests"	2013	"Forest Ecology and Management"	"For.Ecol.Manage."	"Biodiversity;Forest management;Functional group;Hierarchical modeling;Imperfect detection;Occurrence modeling;LAKE TAHOE BASIN;BIRD COMMUNITIES;SIERRA-NEVADA;UNITED-STATES;TERRESTRIAL ECOSYSTEMS;RESTORATION TREATMENTS;ECOLOGICAL INDICATORS;HABITAT HETEROGENEITY;VEGETATION STRUCTURE;BIODIVERSITY LOSS;Forestry ER"
918	"Woodward,Casandra;Johnson,Dale W.;Meadows,Matthew W.;Miller,Watkins W.;Hynes,Meagan M.;Robertson,Carrina M."	"Nutrient Hot Spots in a Sierra Nevada Forest Soil: Temporal Characteristics and Relations to Microbial Communities"	2013	"Soil Science"	"Soil Sci."	"hot spots;Soils;Sierra Nevada Mountains;nutrients;microbial biomass;PREFERENTIAL FLOW PATHS;ION-EXCHANGE-RESIN;SPATIAL VARIABILITY;NITROGEN MINERALIZATION;DESERT ECOSYSTEMS;N MINERALIZATION;PATTERNS;HETEROGENEITY;SNOWMELT;COMPETITION;Agriculture ER"
919	"Zamora-Camacho,F. J.;Reguera,S.;Moreno-Rueda,G.;Pleguezuelos,J. M."	"Patterns of seasonal activity in a Mediterranean lizard along a 2200 m altitudinal gradient"	2013	"Journal of thermal biology"	"J.Therm.Biol."	"Psammodromus algirus;Activity cycles;Circa-annual;Altitudinal gradient;Thermoregulation;LACERTID LIZARD;BODY-TEMPERATURE;MALPOLON-MONSPESSULANUS;MICROHABITAT;SELECTION;BEHAVIORAL MECHANISMS;GEOGRAPHIC-VARIATION;THERMAL;ENVIRONMENT;SCELOPORUS LIZARDS;PODARCIS-MURALIS;LIFE-HISTORIES;Life Sciences & Biomedicine - Other Topics;Zoology ER"
920	"Zeller-Lukashort,H. C.;Werno,A.;Kurz,M. A."	"A new species of Micropterix Hubner, [1825] from southern Spain (Lepidoptera: Micropterigidae)"	2013	"Shilap-Revista De Lepidopterologia"	" "	"Lepidoptera;Micropterigidae;Micropterix;Micropterix stuebneri;Sierra Nevada;checklist;Spain;Entomology ER"
921	"Zielinski,William J.;Thompson,Craig M.;Purcell,Kathryn L.;Garner,James D."	"An assessment of fisher (Pekania pennanti) tolerance to forest management intensity on the landscape"	2013	"Forest Ecology and Management"	"For.Ecol.Manage."	"Fisher;Pekania pennanti;Fuel management;Forestry;Fire;California;MIXED-CONIFER FORESTS;SIERRA-NEVADA;HABITAT SELECTION;FIRE SEVERITY;USA;WILDFIRES;SIMULATION;MOUNTAINS;CARNIVORE;Forestry ER"
922	"Andrade,L.;Gonzalez-Lopez,J.;Fenice,M.;Martinez-Toledo,M., V.;Pesciaroli,C.;Maza-Marquez,P.;Juarez-Jimenez,B."	"Application of Response Surface Methodology (RSM) for Culture Conditions and Biomass Production of Psychrophilic Microalgae Isolated from High Mountains Lake During the ice-free Season"	2014	"International Journal of Environmental Research"	" "	"Biomass;Micro-Algae;Lake;Environment;CHLORELLA-VULGARIS;LIPID PRODUCTION;SCENEDESMUS-OBLIQUUS;MARINE-PHYTOPLANKTON;POPULATION-DYNAMICS;NITROGEN REMOVAL;WASTE-WATER;GROWTH;OPTIMIZATION;TEMPERATURE;Environmental Sciences & Ecology ER"
923	"Aranbarri,Josu K.;Gonzalez-Samperiz,Penelope;Valero-Garces,Bias;Moreno,Ana;Gil-Romera,Graciela;Sevilla-Callejo,Miguel;Garcia-Prieto,Eduardo;Di Rita,Federico;Mata,M. Pilar;Morellon,Mario;Magri,Donatella;Rodriguez-Lazaro,Julio;Carrion,Jose S."	"Rapid climatic changes and resilient vegetation during the Lateglacial and Holocene in a continental region of south-western Europe"	2014	"Global and Planetary Change"	"Global Planet.Change"	"Holocene;Multiproxy reconstruction;Vegetation resilience;Pinewoods;Aridity;Continental Iberia;SEA-SURFACE TEMPERATURE;CENTRAL EBRO BASIN;CHLOROPLAST MICROSATELLITE;MARKERS;CENTRAL IBERIAN RANGE;LAST GLACIAL MAXIMUM;NE SPAIN;PINUS-PINASTER;LATE PLEISTOCENE;ENVIRONMENTAL-CHANGE;SIERRA-NEVADA;Physical Geography;Geology ER"
924	"Arias,Maria Sol;Moreno,Virginia;Sarasa,Mathieu;Paz-Silva,Adolfo;Sanchez-Andrade,Rita;Morrondo,Patrocinio;Diez-Banos,Pablo;Granados,Jose E.;Sanchezjj,Antonio;Perez,Jeusus M."	"Reliability of an ELISA Test for Diagnosing Oestrosis in Iberian Ibex"	2014	"Journal of Parasitology"	"J.Parasitol."	"OVIS LINNE 1761;ESTRUS-CAUCASICUS GRUNIN;CAPRA-PYRENAICA MAMMALIA;FASCIOLA-HEPATICA;BIGHORN SHEEP;SPANISH IBEX;1948 DIPTERA;OESTRIDAE;ANTIBODIES;ARTIODACTYLA;Parasitology ER"
925	"Biber,Jani Leyla;McCann,Tom"	"Peperite development in a Miocene-age carbonate succession, Cabo de Gata volcanic area (Agua Amarga/Carboneras basins), SE Spain - The Breche Rouge revisited"	2014	"Zeitschrift Der Deutschen Gesellschaft Fur Geowissenschaften"	" "	"Agua Amarga Basin;Carboneras Basin;volcaniclastics;andesite;mass flows;NORTHERN SIERRA-NEVADA;SOUTHERN SPAIN;SOUTHEASTERN SPAIN;SEQUENCE;STRATIGRAPHY;CALC-ALKALINE;LAS-NEGRAS;NEOGENE;CALIFORNIA;SEDIMENT;ALMERIA;Geology ER"
926	"Bonet,Francisco J.;Perez-Perez,Ramon;Benito,Bias M.;de Albuquerque,Fabio Suzart;Zamora,Regino"	"Documenting, storing, and executing models in Ecology: A conceptual framework and real implementation in a global change monitoring program"	2014	"Environmental Modelling & Software"	" "	"Algorithms;Metadata;Model;Documenting;Workflow;DATA-INTENSIVE SCIENCE;COMPUTATIONAL PROVENANCE;LINKING MODELS;ODD;PROTOCOL;KNOWLEDGE;LIFE;BIOINFORMATICS;BIODIVERSITY;IDENTIFIERS;CHALLENGES;Computer Science;Engineering;Environmental Sciences & Ecology ER"
927	"Camero,A.;Zurita,C.;Gutierrez-Soto,J.;Ozbey Arabaci,M.;Nespoli,E.;Kiaeerad,F.;Beklen,E.;Garcia-Rojas,J.;Caballero-Garcia,M."	"Recent activity of the Be/X-ray binary system SAX J2103.5+4545"	2014	"Astronomy & Astrophysics"	" "	"accretion, accretion disks;pulsars: individual: SAX J2103.5+4545;X-rays: binaries;stars: emission line, Be;ONE-ARMED OSCILLATIONS;PULSAR SAX-J2103.5+4545;OPTICAL COUNTERPART;SPIN-UP;STARS;DISCOVERY;TELESCOPE;OUTBURSTS;PROFILES;SPECTROSCOPY;Astronomy & Astrophysics ER"
928	"Canadas,Eva M.;Fenu,Giuseppe;Penas,Julio;Lorite,Juan;Mattana,Efisio;Bacchetta,Gianluigi"	"Hotspots within hotspots: Endemic plant richness, environmental drivers, and implications for conservation"	2014	"Biological Conservation"	"Biol.Conserv."	"Conservation;Endemic vascular-plant richness;Environmental drivers;Mediterranean Basin;Micro-hotspot;Nano-hotspot;SPECIES RICHNESS;VASCULAR FLORA;CLIMATE-CHANGE;BIODIVERSITY HOTSPOTS;DIVERSITY HOTSPOTS;PROTECTED AREAS;GLOBAL PATTERNS;RAIN-FORESTS;SOUTH SPAIN;RANGE;Biodiversity & Conservation;Environmental Sciences & Ecology ER"
929	"Cano-Manuel,Francisco J.;Lopez-Olvera,Jorge;Fandos,Paulino;Soriguer,Ramon C.;Perez,Jesus M.;Granados,Jose E."	"Long-term monitoring of 10 selected pathogens in wild boar (Sus scrofa) in Sierra Nevada National Park, southern Spain"	2014	"Veterinary microbiology"	"Vet.Microbiol."	"Sus scrofa;Density;Pathogens;Prevalence;BOVINE TUBERCULOSIS;POPULATION-DYNAMICS;DISEASE;INFECTIONS;ANTIBODIES;EVOLUTION;RESERVOIR;POSSUMS;AREA;Microbiology;Veterinary Sciences ER"
930	"Cas,Raymond A. F.;Giordano,Guido"	"Submarine Volcanism: a Review of the Constraints, Processes and Products, and Relevance to the Cabo de Gata Volcanic Succession"	2014	"Italian Journal of Geosciences"	" "	"Submarine volcanism;effusive eruptions;explosive eruptions;deposit types;Cabo de Gata;shallow marine volcanism;SOUTHERN KERMADEC ARC;SOUFRIERE HILLS VOLCANO;SW PACIFIC;PYROCLASTIC;VOLCANISM;SUBAQUEOUS ERUPTION;EXPLOSIVE ERUPTION;SIERRA-NEVADA;NEW-ZEALAND;DEPOSITS;PUMICE;Geology ER"
931	"Cobo-Diaz,Jose F.;Martinez-Hidalgo,Pilar;Fernandez-Gonzalez,Antonio J.;Martinez-Molina,Eustoquio;Toro,Nicolas;Velazquez,Encarna;Fernandez-Lopez,Manuel"	"The endemic Genista versicolor from Sierra Nevada National Park in Spain is nodulated by putative new Bradyrhizobium species and a novel symbiovar (sierranevadense)"	2014	"Systematic and applied microbiology"	"Syst.Appl.Microbiol."	"Bradyrhizobium;Genista;Symbiovar;Rhizobia;Biodiversity;Phylogeny;SP-NOV.;MAXIMUM-LIKELIHOOD;EFFECTIVE NODULES;STRAINS;SEQUENCES;GENETICS;SOILS;TREES;BETA;Biotechnology & Applied Microbiology;Microbiology ER"
932	"De Sanjose,J. J.;Berenguer,F.;Atkinson,A. D. J.;De Matias,J.;Serrano,E.;Gomez-Ortiz,A.;Gonzalez-Garcia,M.;Rico,I."	"Geomatics Techniques Applied to Glaciers, Rock Glaciers, and Ice Patches in Spain (1991-2012)"	2014	"Geografiska Annaler Series A-Physical Geography"	" "	"cartography;climate change;geomatics;rock glaciers;PERMAFROST CREEP;KINEMATIC GPS;SWISS ALPS;DYNAMICS;PYRENEES;Physical Geography;Geology ER"
933	"Diaz-Miguel,M.;Castro,J.;Garcia,P. A."	"Seed germination after freezing in high-mountain plant species: Implications for ski-run restoration"	2014	"Phyton-International Journal of Experimental Botany"	" "	"Germination;High-mountain plant species;Plant-growth regulators;Ski-slope restoration;Soil freezing;VEGETATION;SOIL;PISTES;AREAS;SLOPES;SNOW;COLONIZATION;TEMPERATURE;PERFORMANCE;ECOLOGY;Plant Sciences ER"
934	"Finn,Debra S.;Zamora-Munoz,Carmen;Murria,Cesc;Sainz-Bariain,Marta;Alba-Tercedor,Javier"	"Evidence from recently deglaciated mountain ranges that Baetis alpinus (Ephemeroptera) could lose significant genetic diversity as alpine glaciers disappear"	2014	"Freshwater Science"	" "	"Baetis alpinus;population genetics;genetic diversity;climate change;alpine glaciers;cryptic species Europe;GLOBAL CLIMATE-CHANGE;FUTURE CHALLENGES;IBERIAN PENINSULA;RECENT;PROGRESS;STREAM INSECT;DNA TAXONOMY;LIFE-HISTORY;BIODIVERSITY;COLORADO;DIFFERENTIATION;Environmental Sciences & Ecology;Marine & Freshwater Biology ER"
935	"Garcia-Ruiz,Jose M.;Palacios,David;de Andres,Nuria;Valero-Garces,Blas L.;Lopez-Moreno,Juan I.;Sanjuan,Yasmina"	"Holocene and 'Little Ice Age' glacial activity in the Marbore Cirque, Monte Perdido Massif, Central Spanish Pyrenees"	2014	"Holocene"	"Holocene"	"Central Pyrenees;cosmogenic exposure ages;Holocene glaciers;\"Little Ice Age';Marbore Cirque;rock avalanche;CLIMATE VARIABILITY;LATEST PLEISTOCENE;NORTH-ATLANTIC;MEDITERRANEAN;VEGETATION;IBERIAN PENINSULA;SOUTHERN PYRENEES;HIGH-RESOLUTION;SIERRA-NEVADA;NE SPAIN;FLUCTUATIONS;Physical Geography;Geology ER"
936	"Gaston,J.;Morente-Benitez,F. J."	"First record of Bradyrrhoa adrianae Asselbergs, 2002 from outside Sierra Nevada (Granada, Spain), (Lepidoptera: Pyralidae, Phycitinae)"	2014	"Boletin de la SEA"	" "	"Life Sciences & Biomedicine - Other Topics"
937	"Gomez-Gutierrez,Alvaro;Juan de Sanjose-Blasco,Jose;de Matias-Bejarano,Javier;Berenguer-Sempere,Fernando"	"Comparing Two Photo-Reconstruction Methods to Produce High Density Point Clouds and DEMs in the Corral del Veleta Rock Glacier (Sierra Nevada, Spain)"	2014	"Remote Sensing"	" "	"three dimensional photo-reconstruction (3D-PR);point cloud;terrestrial laser scanner (TLS);rock glacier;digital elevation models (DEMs);STRUCTURE-FROM-MOTION;SWISS ALPS;LOW-COST;TERRESTRIAL PHOTOGRAMMETRY;PERIGLACIAL ENVIRONMENTS;AERIAL PHOTOGRAMMETRY;MOUNTAIN PERMAFROST;BALTORO GLACIER;KINEMATIC GPS;DYNAMICS;Remote Sensing ER"
938	"Gomez-Ortiz,A.;Oliva,M.;Salvador-Franch,F.;Salva-Catarineu,M.;Palacios,D.;de Sanjose-Blasco,J. J.;Tanarro-Garcia,L. M.;Galindo-Zaldivar,J.;de Galdeano,C. Sanz"	"Degradation of buried ice and permafrost in the Veleta cirque (Sierra Nevada, Spain) from 2006 to 2013 as a response to recent climate trends"	2014	"Solid Earth"	" "	"GROUND THERMAL REGIME;POLAR YEAR 2007-2009;ROCK GLACIER;SNOW COVER;SURFACE-TEMPERATURE;DEL VELETA;MOUNTAINS;EVOLUTION;AREA;VARIABILITY;Geochemistry & Geophysics ER"
939	"Ho,Winnie W.;Connolly,Sara G.;Reynolds,Pamela L.;Cornelius,Jamie M.;MacDougall-Shackleton,Elizabeth A.;Morton,Martin L.;Pereyra,Maria E.;Hahn,Thomas P."	"Song exposure during juvenile dispersal in Mountain White-crowned Sparrows"	2014	"Auk"	"Auk"	"birdsong;dialect;juvenile dispersal;learning;White-crowned Sparrow;Zonotrichia leucophrys oriantha;ZONOTRICHIA-LEUCOPHRYS-ORIANTHA;SELECTIVE ATTRITION;BIRD-SONG;SIERRA-NEVADA;DIALECTS;MONTANE;OVERPRODUCTION;EVOLUTION;PATTERNS;BEHAVIOR;Zoology ER"
940	"Iniesta-Arandia,Irene;Garcia-Llorente,Marina;Aguilera,Pedro A.;Montes,Carlos;Martin-Lopez,Berta"	"Socio-cultural valuation of ecosystem services: uncovering the links between values, drivers of change, and human well-being"	2014	"Ecological Economics"	"Ecol.Econ."	"Critical ecosystem services;Semi-arid watershed;Social perceptions;Stakeholders;Tradeoffs;Value conflicts;SOCIAL PREFERENCES;TRADE-OFFS;CHOICE EXPERIMENT;SIERRA-NEVADA;CONSERVATION;SPAIN;BIODIVERSITY;MANAGEMENT;POLICY;LAND;Environmental Sciences & Ecology;Business & Economics ER"
941	"Ivkovic,Marija;Zamora-Munoz,Carmen;Sainz-Bariain,Marta;Sinclair,Bradley J."	"Aquatic Empididae (Diptera: Hemerodromiinae and Clinocerinae) of the Sierra Nevada, Spain, with the description of five new species"	2014	"Zootaxa"	" "	"Clinocerinae;Hemerodromiinae;Empididae;Diptera;new species;Sierra Nevada;Spain;Zoology ER"
942	"Jesus Perez-Luque,Antonio;Javier Bonet,Francisco;Perez-Perez,Ramon;Aspizua,Rut;Lorite,Juan;Zamora,Regino"	"Sinfonevada: Dataset of Floristic diversity in Sierra Nevada forests (SE Spain)"	2014	"Phytokeys"	" "	"Sierra Nevada;Spain;floristic inventories;vascular plant;Liliopsida;Magnoliopsida;global-change monitoring;occurrence;observation;PINE PLANTATIONS;FLORA;Plant Sciences ER"
943	"Jimenez-Espejo,F. J.;Garcia-Alix,A.;Jimenez-Moreno,G.;Rodrigo-Gamiz,M.;Anderson,R. S.;Rodriguez-Tovar,F. J.;Martinez-Ruiz,F.;Giralt,Santiago;Delgado Huertas,A.;Pardo-Iguzquiza,E."	"Saharan aeolian input and effective humidity variations over western Europe during the Holocene from a high altitude record"	2014	"Chemical Geology"	"Chem.Geol."	"Saharan dust;Holocene;South Iberia;Lacustrine record;HIGH-MOUNTAIN LAKES;NORTH-ATLANTIC OSCILLATION;LAST GLACIAL MAXIMUM;SOUTHWESTERN MEDITERRANEAN REGION;ABRUPT CLIMATE-CHANGE;AFRICAN DUST;SIERRA-NEVADA;SOUTHERN SPAIN;TRACE-ELEMENTS;TIME-SERIES;Geochemistry & Geophysics ER"
944	"Jose Bullejos,Francisco;Carrillo,Presentacion;Gorokhova,Elena;Manuel Medina-Sanchez,Juan;Villar-Argaiz,Manuel"	"Nucleic Acid Content in Crustacean Zooplankton: Bridging Metabolic and Stoichiometric Predictions"	2014	"Plos One"	" "	"HIGH-MOUNTAIN LAKE;FRESH-WATER ZOOPLANKTON;GROWTH-RATE;LIFE-HISTORY;DRY-WEIGHT;ULTRAVIOLET-RADIATION;ELEMENTAL COMPOSITION;CLIMATE-CHANGE;RNA;PHOSPHORUS;Science & Technology - Other Topics ER"
945	"Jose Bullejos,Francisco;Carrillo,Presentacion;Gorokhova,Elena;Manuel Medina-Sanchez,Juan;Villar-Argaiz,Manuel"	"Nucleic Acid Content in Crustacean Zooplankton: Bridging Metabolic and Stoichiometric Predictions."	2014	"PLoS ONE"	" "	"Anatomy & Morphology;Zoology;Biochemistry & Molecular Biology;Developmental Biology;Environmental Sciences & Ecology;Marine & Freshwater Biology;Meteorology & Atmospheric Sciences;Alona affinis;Cyclops abyssorum;Daphnia longispina;Daphnia pulicaria;Diaptomus cyaneus;Eudiaptomus vulgaris;Mixodiaptomus laciniatus [Size / Body size / ] [Inorganic substances / Phosphorus content / ] [Nucleic acids / Nucleic acid content / ] [Growth rate / / ] [Lake / Mountain lakes / ] [Temperature / / ] [Spain / Pyrenees & Sierra Nevada mountains / ]."
946	"Leverkus,Alexandro B.;Lorite,Juan;Navarro,Francisco B.;Sanchez-Canete,Enrique P.;Castro,Jorge"	"Post-fire salvage logging alters species composition and reduces cover, richness, and diversity in Mediterranean plant communities"	2014	"Journal of environmental management"	"J.Environ.Manage."	"Biological legacies;Clear-cutting;Post-fire restoration;Post-fire burnt-wood management;Salvage harvesting;Sierra Nevada National Park;VEGETATION-RECOVERY;FIRE SEVERITY;SEEDLING ESTABLISHMENT;NORTHEASTERN;ALBERTA;PINE PLANTATIONS;ORGANIC-MATTER;FOREST;MANAGEMENT;WILDFIRE;IMPACTS;Environmental Sciences & Ecology ER"
947	"Linares,Juan Carlos;Senhadji,Karim;Herrero,Asier;Hodar,Jose A."	"Growth patterns at the southern range edge of Scots pine: Disentangling the effects of drought and defoliation by the pine processionary caterpillar"	2014	"Forest Ecology and Management"	"For.Ecol.Manage."	"Basal area increment;Mixed-effects models;Pinus sylvestris;Thaumetopoea pityocampa;Tree rings;MOTH THAUMETOPOEA-PITYOCAMPA;CLIMATE-CHANGE;RADIAL GROWTH;GAS-EXCHANGE;BRUTIA TEN.;FOREST PEST;SYLVESTRIS;EXPANSION;NITROGEN;IMPACT;Forestry ER"
948	"Lopez,Gabriel;Javier Batlles,Francisco"	"Estimating solar radiation from MODIS data"	2014	"Proceedings of the Solarpaces 2013 International Conference"	" "	"daily solar radiation;MODIS;complex topography;IRRADIANCE;CLEAR;MODEL;Energy & Fuels;Engineering ER"
949	"Lopez,Gabriel;Javier Batlles,Francisco;Rossi,Fillipo"	"Deriving solar radiation in a mountain area from MODIS information"	2014	"2013 Ises Solar World Congress"	" "	"daily solar radiation;MODIS;precipitable water vapour;IRRADIANCE;CLEAR;MODEL;Energy & Fuels ER"
950	"Magdaleno,F.;Blanco-Garrido,F.;Bonada,N.;Herrera-Grao,T."	"How are riparian plants distributed along the riverbank topographic gradient in Mediterranean rivers? Application to minimally altered river stretches in Southern Spain"	2014	"Limnetica"	" "	"Riparian forests;topography;river morphology;vegetation;restoration;EASTERN SIERRA-NEVADA;VEGETATION STRUCTURE;SPECIES-RICHNESS;FLOW;ALTERATIONS;INSTREAM FLOW;BASIN;RESPONSES;PATTERNS;FOREST;STREAM;Marine & Freshwater Biology ER"
951	"Maria Conde-Porcuna,Jose;Ramos-Rodriguez,Eloisa;Perez-Martinez,Carmen"	"In situ production of empty ephippia and resting eggs by an obligate parthenogenetic Daphnia population"	2014	"Journal of Plankton Research"	"J.Plankton Res."	"Daphnia pulicaria;dormancy;ephippia;ephippial eggs;epibionts;FRESH-WATER ZOOPLANKTON;SEXUAL REPRODUCTION;ALGAL EPIBIONT;DYNAMICS;PULEX;SEDIMENT;MAGNA;FOOD;LAKE;RESUSPENSION;Marine & Freshwater Biology;Oceanography ER"
952	"Menendez,Rosa;Gonzalez-Megias,Adela;Jay-Robert,Pierre;Marquez-Ferrando,Rocio"	"Climate change and elevational range shifts: evidence from dung beetles in two European mountain ranges"	2014	"Global Ecology and Biogeography"	"Global Ecol.Biogeogr."	"south-western Alps;range shifts;Climate change;Sierra Nevada;elevational gradients;dung beetles;SCARABAEOIDEA COL COMMUNITIES;SPECIES RICHNESS DISTRIBUTION;BAITED;PITFALL TRAPS;NATURAL REFORESTATION;BIOTIC INTERACTIONS;ALPINE PLANT;COLEOPTERA;HABITAT;SCARABAEINAE;DIVERSITY;Environmental Sciences & Ecology;Physical Geography ER"
953	"Miguel Barea-Azcon,Jose;Benito,Blas M.;Olivares,Francisco J.;Ruiz,Helena;Martin,Javier;Garcia,Antonio L.;Lopez,Rogelio"	"Distribution and conservation of the relict interaction between the butterfly Agriades zullichi and its larval foodplant (Androsace vitaliana nevadensis)"	2014	"Biodiversity and Conservation"	"Biodivers.Conserv."	"A. zullichi;A. vitaliana subsp nevadensis;Biotic interaction;Mediterranean mountains;Species distribution models;Random Forest;CLIMATE-CHANGE;SPECIES-DISTRIBUTION;SIERRA-NEVADA;POSTGLACIAL;HISTORY;WEATHERING SEQUENCE;DISTRIBUTION MODELS;ALPINE VEGETATION;GENETIC-STRUCTURE;SOUTHERN SPAIN;ECOLOGY;Biodiversity & Conservation;Environmental Sciences & Ecology ER"
954	"Mira,Oscar;Martinez,Juan G.;Dawson,Deborah A.;Tinaut,Alberto;Sanchez-Prieto,Cristina"	"Twenty new microsatellite loci for population structure and parentage studies of Parnassius apollo nevadensis (Lepidoptera; Papilionidae)"	2014	"Journal of Insect Conservation"	"J.Insect Conserv."	"Lepidoptera;Microsatellite markers;Parentage analysis;Parnassius apollo;Population structure;Polyandry;EUPHYDRYAS-AURINIA;GENETIC-STRUCTURE;COMPUTER-PROGRAM;MARKERS;DIFFERENTIATION;CONSERVATION;POLYMORPHISM;SMINTHEUS;LANDSCAPE;Biodiversity & Conservation;Entomology ER"
955	"Moreno,Javier;Palomo,Ignacio;Escalera,Javier;Martin-Lopez,Berta;Montes,Carlos"	"Incorporating ecosystem services into ecosystem-based management to deal with complexity: a participative mental model approach"	2014	"Landscape Ecology"	"Landscape Ecol."	"Mental models;Deliberative groups;Participative analyses;Ecosystem services;Ecosystem-based management;Social-ecological system;COGNITIVE MAPPING APPROACH;RESOURCES;MANAGEMENT;SOUTHWESTERN SPAIN;CONSERVATION;STAKEHOLDER;KNOWLEDGE;IMPLEMENTATION;FRAMEWORK;SCIENCE;Environmental Sciences & Ecology;Physical Geography;Geology ER"
956	"Oliva,Marc;Gomez Ortiz,Antonio;Salvador Franch,Ferran;Salva Catarineu,Montserrat"	"Present-Day Solifluction Processes in the Semi-arid Range of Sierra Nevada (Spain)"	2014	"Arctic Antarctic and Alpine Research"	" "	"CENTRIFUGE;LANDFORMS;Environmental Sciences & Ecology;Physical Geography ER"
957	"Oliva,Marc;Gomez Ortiz,Antonio;Salvador,Ferran;Salva,Montserrat;Pereira,Paulo;Geraldes,Miguel"	"Long-term soil temperature dynamics in the Sierra Nevada, Spain"	2014	"Geoderma"	"Geoderma"	"Sierra Nevada;Periglacial environment;Solifluction processes;Soil temperatures;Seasonal frost;Snow cover;POLAR YEAR 2007-2009;GROUND THERMAL REGIME;PERMAFROST;DISTRIBUTION;NORTHERN-HEMISPHERE;SWISS ALPS;SOLIFLUCTION;STATE;CENTRIFUGE;MOUNTAINS;Agriculture ER"
